Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ08,OUT046,1298.20786
NCJ05,OUT018,2116.321726
FDF59,OUT046,2026.539344
NCO05,OUT035,1553.958624
FDW24,OUT018,622.8402888
NCX42,OUT018,2291.879053
NCA53,OUT035,772.1352571
FDI45,OUT019,362.6910228
FDG46,OUT046,1804.362832
FDM20,OUT010,613.1215183
FDW11,OUT010,178.4598538
FDX08,OUT035,2873.941036
NCK17,OUT035,665.5128946
FDK32,OUT018,2076.438238
NCA42,OUT035,2527.24026
DRI01,OUT035,2724.472988
NCL55,OUT049,4139.738791
DRE25,OUT018,1247.351175
FDD14,OUT017,2949.612415
FDB10,OUT046,3504.557891
DRN11,OUT035,2279.536583
FDP38,OUT018,641.707386
NCA30,OUT017,3040.361346
FDT15,OUT017,2970.18277
NCP55,OUT018,725.4875674
FDF12,OUT035,2338.505479
FDM21,OUT018,3419.369349
FDX56,OUT035,3337.864752
FDF10,OUT017,2286.284637
FDT32,OUT045,3056.751533
FDM51,OUT018,1344.944902
NCR50,OUT018,2118.771524
FDI19,OUT049,4016.881011
FDX21,OUT017,1670.995779
FDR31,OUT035,2284.049462
FDY02,OUT013,4150.640583
NCA29,OUT045,2722.160638
NCX17,OUT046,3466.901635
FDM12,OUT045,3069.022847
FDI53,OUT027,4282.34817
NCU30,OUT049,2725.251466
FDC56,OUT027,3179.124298
FDK27,OUT018,1658.797385
NCK18,OUT017,2648.62105
FDB52,OUT019,672.8179733
DRG25,OUT027,4990.852894
FDZ13,OUT049,796.2954783
FDB57,OUT019,512.848738
FDR40,OUT046,1320.633907
NCO14,OUT019,134.5896063
NCN19,OUT045,3076.584437
FDQ28,OUT019,325.8358618
FDO13,OUT018,2272.698144
FDK48,OUT013,1158.175341
FDU07,OUT018,2090.740476
FDW20,OUT046,1968.244714
FDV12,OUT010,266.7309671
FDH24,OUT013,2513.523466
FDV59,OUT049,3650.941496
FDK57,OUT045,1866.859519
FDL16,OUT027,1193.275227
NCQ17,OUT046,2462.183246
FDJ15,OUT018,2569.742799
FDX24,OUT049,1441.457906
FDT47,OUT046,1540.179565
FDT10,OUT049,925.4743137
FDZ37,OUT018,1152.557213
FDW43,OUT027,5769.736856
DRN36,OUT017,1478.374601
FDJ14,OUT045,1249.160906
FDA32,OUT013,3537.802442
FDJ38,OUT019,394.5486646
FDQ57,OUT017,2308.975522
NCQ41,OUT019,404.5557002
FDG56,OUT049,912.1603331
DRC13,OUT027,3262.24812
FDV55,OUT035,2271.053278
FDQ49,OUT045,2490.856705
FDE29,OUT010,174.6004772
FDR03,OUT013,3344.524279
FDD45,OUT049,1431.389623
FDN38,OUT010,646.1605379
FDT56,OUT046,931.7232935
FDT48,OUT045,3237.598775
FDU03,OUT049,3039.344578
FDC56,OUT010,290.4709982
NCO43,OUT027,2568.643683
FDQ27,OUT017,1573.650122
FDR03,OUT046,3173.014668
DRH23,OUT010,151.7283118
FDG22,OUT045,630.3489899
NCJ42,OUT013,1588.971687
FDR24,OUT046,1448.840546
FDW60,OUT035,2817.645125
FDJ08,OUT013,3073.460536
DRL59,OUT018,659.7002985
FDG60,OUT010,561.1036371
FDW27,OUT017,2466.084488
FDX14,OUT018,1003.636451
FDC20,OUT013,826.8271988
NCS29,OUT018,3474.731358
FDJ56,OUT046,1606.484764
FDB20,OUT019,232.553106
FDL28,OUT027,5758.205012
FDW01,OUT018,2079.391746
FDL03,OUT046,3064.607709
FDX22,OUT049,3540.928686
FDJ21,OUT035,2272.169237
FDR31,OUT045,2323.190367
FDG21,OUT035,2389.830736
FDS22,OUT027,1128.369985
FDK08,OUT035,1537.794056
FDE17,OUT018,2078.925081
NCN30,OUT017,1482.490275
FDT50,OUT046,1555.61387
NCX42,OUT049,2716.373567
FDJ12,OUT035,3371.153045
NCA18,OUT027,3077.255697
FDP23,OUT019,487.4604647
FDX12,OUT013,3902.550743
FDN40,OUT018,2094.628218
FDV48,OUT035,1207.9212
NCY54,OUT013,2754.484375
FDL16,OUT010,119.1392263
FDR45,OUT018,3270.493064
FDJ52,OUT046,2546.049499
DRG01,OUT017,1197.419706
FDP52,OUT013,3754.227874
FDU58,OUT017,3003.515378
FDL02,OUT045,1634.259442
FDG28,OUT013,3939.597179
FDA19,OUT035,2008.020608
FDW46,OUT027,1696.984404
NCD43,OUT049,1605.31255
DRG39,OUT013,762.5593337
NCF55,OUT049,574.5156672
FDJ07,OUT046,1884.155109
FDE08,OUT046,2380.638315
FDP56,OUT019,152.8534496
FDT45,OUT045,845.172368
FDF17,OUT018,2710.047545
FDX44,OUT046,1403.052524
FDM28,OUT027,4787.260714
FDI36,OUT049,3349.153976
FDS07,OUT045,1788.117683
FDD36,OUT045,1827.62992
FDW11,OUT046,969.5082717
FDN40,OUT049,2542.782593
NCQ18,OUT049,1514.270446
NCQ54,OUT017,2650.880034
NCS42,OUT045,1415.715156
DRH39,OUT010,220.9129496
FDC09,OUT027,2691.657219
FDT08,OUT010,320.6418683
FDC08,OUT035,3654.938216
FDT20,OUT017,619.2495635
FDS35,OUT035,1002.516175
FDX58,OUT018,2528.317852
FDW58,OUT046,1693.741055
DRD27,OUT046,1587.930582
FDH32,OUT019,268.8446826
FDS26,OUT035,4146.513186
FDQ31,OUT046,1389.760935
FDP11,OUT018,3037.933828
FDD58,OUT017,1538.859613
FDM33,OUT045,3545.658192
FDZ16,OUT049,3310.469717
NCS29,OUT010,725.4375583
NCM18,OUT019,187.3046772
FDP11,OUT049,3705.209648
NCC42,OUT017,2217.610063
DRM23,OUT046,2718.110392
NCN55,OUT027,5889.920331
FDK46,OUT013,4116.440468
FDR01,OUT046,3079.945103
NCA05,OUT045,2368.710252
NCP43,OUT017,2853.395656
FDR12,OUT010,349.8413149
FDQ01,OUT013,4095.886267
FDM13,OUT046,2091.342407
FDQ19,OUT017,3911.872426
FDK56,OUT019,384.0171362
NCX06,OUT010,376.4509675
FDO56,OUT027,3117.798839
FDU45,OUT045,1746.56533
FDI16,OUT019,171.1188019
FDL32,OUT046,1805.982715
FDA07,OUT046,1970.345994
FDA14,OUT045,2315.788936
FDV46,OUT027,3714.25138
NCO07,OUT035,3455.241557
NCP41,OUT046,1692.11353
FDY60,OUT018,1934.111236
FDN38,OUT017,4015.431017
FDO15,OUT046,1198.239915
FDT60,OUT013,1896.89476
FDA55,OUT035,3641.49156
FDE02,OUT010,260.5315366
DRJ39,OUT049,3728.461021
FDV34,OUT035,1158.918943
FDS20,OUT027,4896.132737
FDF02,OUT027,2668.430097
FDW40,OUT017,2251.347881
NCB43,OUT046,2919.212982
FDR58,OUT017,1405.439207
DRJ59,OUT035,656.7045917
NCD30,OUT017,1531.113702
FDE14,OUT017,1513.965692
FDC28,OUT018,1441.640265
FDU16,OUT018,1104.172043
NCD19,OUT035,883.7427808
FDU21,OUT046,588.6047773
FDV59,OUT027,5582.43046
FDU03,OUT045,2924.998557
FDC33,OUT010,421.8876328
NCR42,OUT035,585.8787557
DRH59,OUT035,1168.430888
NCM31,OUT035,2236.708242
FDS50,OUT035,3608.522508
FDP39,OUT046,842.4367422
FDQ55,OUT013,1803.74372
FDV36,OUT019,296.4377767
FDI05,OUT027,1963.405262
FDS45,OUT027,2790.248351
FDA39,OUT045,638.1552521
FDC37,OUT010,279.3367449
FDJ60,OUT027,4442.59318
DRQ35,OUT046,1958.311211
NCJ06,OUT046,1915.009296
NCY42,OUT018,1974.353099
DRM37,OUT049,3321.593532
FDR14,OUT045,825.4978594
FDE51,OUT049,687.5887673
FDT33,OUT017,2652.077931
FDR08,OUT013,1735.47886
FDE36,OUT010,337.1499032
FDL22,OUT019,257.8194687
FDR44,OUT013,2053.528073
FDI56,OUT019,256.6085363
FDE47,OUT010,297.3168881
FDV27,OUT010,251.1372827
FDV10,OUT049,655.2017303
FDC40,OUT045,1215.97275
NCX41,OUT013,3429.093331
NCQ38,OUT027,2727.770116
FDV12,OUT027,2602.878846
FDE52,OUT017,1364.116887
FDG20,OUT027,4713.336751
FDV16,OUT027,942.2226434
FDI32,OUT017,1774.216744
FDJ32,OUT049,938.7647829
FDN39,OUT018,2345.352882
FDY34,OUT017,2663.787685
FDC14,OUT035,673.8599874
FDA55,OUT017,3647.731671
FDZ50,OUT010,374.6539271
DRG13,OUT049,2746.691734
FDP01,OUT013,2425.146998
NCG54,OUT017,2759.082463
FDM13,OUT045,2061.870663
NCO18,OUT027,4760.03022
NCW41,OUT013,2482.597987
FDM52,OUT027,3943.973113
NCF55,OUT035,587.2128338
FDT09,OUT046,2093.919357
NCM19,OUT035,1715.824379
FDW12,OUT018,2008.207956
FDP15,OUT019,666.6328849
FDK36,OUT045,773.5609857
FDZ25,OUT035,2742.697513
NCW06,OUT049,3268.985405
FDW60,OUT046,2800.147588
DRC49,OUT013,2287.064512
NCT17,OUT035,3056.751533
NCN06,OUT018,2271.727012
FDC45,OUT013,2734.549852
DRJ47,OUT019,351.4320918
NCF06,OUT045,4102.682983
FDE21,OUT010,288.7493627
DRG27,OUT013,596.4710228
FDW40,OUT049,2300.89546
NCO53,OUT046,2892.353566
FDE23,OUT049,694.3630309
FDQ16,OUT046,1736.992631
FDS26,OUT045,4116.311598
FDZ13,OUT010,127.5587246
FDS14,OUT049,2577.460269
FDC10,OUT045,1848.538333
FDY16,OUT049,3116.848586
FDJ20,OUT035,1957.829771
FDV43,OUT035,692.9632322
FDZ32,OUT027,2754.826085
FDR23,OUT046,2749.88555
FDN24,OUT035,837.962834
FDE34,OUT027,4865.570954
FDU31,OUT013,3549.682078
FDW33,OUT018,1431.638843
FDU26,OUT046,1874.136589
FDE20,OUT027,4530.808792
NCW05,OUT035,1641.055909
FDB22,OUT018,2079.858414
FDO56,OUT046,1855.284887
FDA19,OUT027,3427.70538
DRI39,OUT045,884.2012925
FDH52,OUT018,767.3997828
FDZ50,OUT035,2937.886347
NCN42,OUT035,2320.319124
FDB53,OUT013,2344.665167
DRG11,OUT017,1691.06674
DRK11,OUT027,3967.128523
FDQ60,OUT017,1901.956764
FDT36,OUT017,573.5383548
DRG25,OUT018,2573.535589
DRJ23,OUT046,2968.763029
FDG05,OUT035,2506.456131
NCK06,OUT018,1631.241281
FDU52,OUT017,2442.454886
FDW07,OUT018,1157.243067
NCM17,OUT045,723.9521095
FDA22,OUT045,2687.13662
NCA41,OUT018,2698.867559
FDF38,OUT035,679.0149385
FDH52,OUT046,994.8138847
FDY58,OUT019,524.8184609
FDZ16,OUT045,3160.307699
NCM18,OUT017,967.7670911
FDA22,OUT018,2300.185199
NCJ43,OUT035,2822.975909
FDI34,OUT027,5785.429585
FDG56,OUT046,977.9520622
FDS34,OUT046,1846.950853
DRC01,OUT035,803.0921765
FDQ04,OUT035,647.8413558
FDK04,OUT035,912.7829221
FDT51,OUT049,1724.636045
FDV26,OUT017,3174.766653
FDS04,OUT049,2293.445873
FDW43,OUT018,3141.167396
FDQ28,OUT010,324.5943162
NCK06,OUT017,1883.558357
FDS23,OUT018,1761.01765
FDZ36,OUT019,388.5325592
FDE56,OUT018,796.2924236
FDW10,OUT027,4666.162177
NCN14,OUT045,2987.177395
NCQ18,OUT045,1521.738023
FDW08,OUT017,1649.475148
FDU43,OUT035,3823.364062
FDR33,OUT010,279.2937004
FDM24,OUT010,320.5621272
NCZ05,OUT046,1645.107801
NCV41,OUT035,1744.508922
FDV11,OUT018,2405.942974
NCY05,OUT035,614.7083381
FDV44,OUT018,2619.399392
FDW32,OUT049,1290.599771
NCU18,OUT027,3802.414677
NCC43,OUT035,4021.085032
FDW19,OUT013,1706.710684
FDN31,OUT035,3092.340414
FDI48,OUT045,805.9217597
FDS24,OUT017,1391.699241
FDF46,OUT049,1815.348061
DRG23,OUT017,2397.785209
FDG14,OUT018,2066.607148
NCY30,OUT049,3012.739795
FDO28,OUT018,1644.785058
DRD24,OUT035,2236.708242
FDI33,OUT049,1381.080111
FDN32,OUT046,2901.646204
FDR16,OUT045,3457.9877
FDF26,OUT046,2434.071905
NCN29,OUT018,614.7562499
FDE20,OUT045,2688.245446
FDA46,OUT046,2996.346995
FDU28,OUT045,3030.427813
FDQ48,OUT045,1538.900119
FDV36,OUT013,1994.193695
FDR14,OUT018,666.4816641
FDP23,OUT017,3518.676659
FDP56,OUT013,751.5551714
FDK48,OUT010,221.6041638
FDR48,OUT046,2417.474929
NCY29,OUT049,873.2302757
FDM22,OUT018,673.7339552
DRJ01,OUT013,2592.309458
FDZ43,OUT045,3930.494991
FDV03,OUT035,2441.909795
FDX11,OUT027,4833.920291
NCA41,OUT027,5118.723327
FDE38,OUT017,2660.283121
FDI27,OUT018,567.426675
FDN32,OUT013,2954.973284
NCN43,OUT017,1886.757553
FDB47,OUT027,5402.459037
FDV03,OUT017,2457.444814
NCN30,OUT045,1519.732153
NCV54,OUT010,291.9381197
FDV07,OUT013,1689.55684
FDP07,OUT049,3353.859036
FDK48,OUT018,950.502329
FDM15,OUT019,321.2842479
FDY19,OUT027,3085.674997
FDK46,OUT046,3696.766486
FDY11,OUT045,1032.505201
FDH09,OUT046,838.7812831
FDO08,OUT027,4422.320183
FDU14,OUT013,4023.209159
FDD22,OUT027,2955.890181
FDM27,OUT017,2489.671957
FDL02,OUT027,2765.056124
NCA17,OUT035,2321.979703
FDE38,OUT019,339.9969276
NCG07,OUT049,3183.113703
DRC27,OUT013,3980.590541
FDA27,OUT035,4065.428177
FDW40,OUT045,2231.063663
DRI11,OUT013,1780.366746
FDN50,OUT046,1514.748512
FDR12,OUT046,2695.327562
FDT34,OUT027,2721.305307
FDW11,OUT035,963.3664448
NCO30,OUT027,4882.440844
FDZ34,OUT017,3138.261134
FDU45,OUT017,1751.349574
NCD42,OUT035,616.9603748
FDX25,OUT045,2916.189207
NCR29,OUT046,904.4780595
FDX43,OUT019,345.5030763
FDB04,OUT010,245.7417502
FDR49,OUT027,1214.613547
FDS39,OUT018,1930.705268
FDW58,OUT045,1638.983041
FDG22,OUT019,107.1390446
FDG31,OUT017,981.9124102
NCV53,OUT027,5899.792929
DRJ37,OUT035,2370.920412
FDV07,OUT035,1706.338852
FDW52,OUT018,2290.403999
FDT15,OUT045,2971.942814
FDD02,OUT018,1595.578068
FDM16,OUT035,1145.909524
NCE55,OUT046,2761.419415
FDB57,OUT018,3068.231449
FDQ04,OUT013,631.0812938
FDQ47,OUT019,92.59298598
FDY14,OUT019,704.8417663
DRK37,OUT017,3038.005692
FDO25,OUT017,3404.7545
FDL57,OUT046,3699.050217
NCK29,OUT018,1663.11435
FDK46,OUT027,6046.52984
NCB43,OUT010,384.5510691
DRE01,OUT027,5912.712574
FDC46,OUT018,2569.249815
FDQ23,OUT045,1614.934142
FDX38,OUT049,763.9234087
FDG60,OUT018,3231.094845
FDW55,OUT017,3970.171232
FDP39,OUT013,735.944411
FDB20,OUT018,1026.950523
FDV21,OUT017,1958.346427
FDZ02,OUT013,1473.240543
FDP19,OUT027,3404.019145
FDA38,OUT035,3903.840671
FDH22,OUT045,1974.670409
DRM11,OUT045,4135.945099
FDO12,OUT027,5141.61357
FDT14,OUT049,1904.20998
FDW34,OUT010,613.6419418
FDG04,OUT027,4992.390301
FDW59,OUT018,1113.556752
FDR33,OUT018,1456.44421
FDP32,OUT013,2007.173865
FDL13,OUT027,5813.560025
FDD22,OUT013,1749.885041
FDV40,OUT027,1835.690584
NCD55,OUT046,674.4488471
FDQ20,OUT010,100.2520971
FDD28,OUT045,913.2432903
FDC39,OUT045,3388.004757
NCR17,OUT049,1854.012785
DRO35,OUT018,1561.427506
FDF40,OUT049,4094.954592
FDR31,OUT018,1973.811103
NCQ41,OUT017,3160.8575
FDP38,OUT046,803.0090193
NCU54,OUT027,5444.047871
FDG22,OUT018,429.7572682
DRK59,OUT013,3802.822909
FDC37,OUT046,1699.000471
NCO42,OUT013,2302.584011
NCT42,OUT017,2371.550996
FDX27,OUT035,1451.605014
FDV40,OUT018,962.6280318
FDT45,OUT027,1405.905582
FDS47,OUT019,253.3203324
FDR45,OUT035,3846.945084
FDB03,OUT045,3865.534538
FDO49,OUT035,830.8361888
FDU60,OUT027,4466.202764
FDB26,OUT018,656.09797
FDB46,OUT017,3469.603863
FDQ37,OUT019,409.7995974
FDN03,OUT017,4001.94089
NCX30,OUT045,3988.72001
FDK32,OUT019,323.8361173
DRM47,OUT013,3110.11388
NCO02,OUT046,1075.663328
FDP04,OUT013,954.7209093
NCO43,OUT049,1565.909283
FDD59,OUT013,1221.391908
FDQ10,OUT017,2742.050455
FDW45,OUT035,2332.2598
NCK30,OUT049,4154.404768
FDU31,OUT018,2981.600169
NCQ17,OUT019,325.1983177
FDN01,OUT017,2810.599161
FDZ19,OUT049,2928.146239
DRG37,OUT017,2463.764967
FDE32,OUT045,626.6338967
FDO34,OUT049,2794.557777
FDM04,OUT019,156.3937477
FDZ25,OUT049,2849.279687
FDU08,OUT049,1535.235553
NCW30,OUT045,4104.859639
NCM18,OUT013,903.5664215
FDS22,OUT035,686.4270604
NCH18,OUT017,3941.388159
FDC23,OUT013,2869.478518
FDY46,OUT013,3008.764723
NCU06,OUT046,3446.238511
FDX57,OUT045,1520.755249
FDX36,OUT027,5701.424929
FDL16,OUT045,749.40966
FDT16,OUT010,704.751953
FDN16,OUT018,1362.530502
FDC03,OUT046,3045.606161
DRF60,OUT013,3863.625938
FDS27,OUT027,5154.111874
FDP33,OUT010,674.1130713
FDJ36,OUT018,1335.895649
NCR42,OUT013,473.0831985
FDV14,OUT017,1335.60623
NCP42,OUT035,3156.827272
FDB50,OUT027,2014.825141
NCC30,OUT027,4716.646181
FDA23,OUT018,1345.433014
FDW16,OUT017,1410.575848
FDQ52,OUT010,636.3180923
FDB58,OUT049,2335.326589
NCP29,OUT049,984.5255627
NCM05,OUT045,4161.165744
FDO25,OUT013,3430.805299
NCM54,OUT046,2040.045805
NCL54,OUT046,2724.83214
FDL39,OUT010,372.9024538
FDF53,OUT018,2498.361504
NCQ42,OUT035,1994.353039
FDF58,OUT013,927.2832021
FDZ04,OUT035,997.6313962
FDE26,OUT019,312.4865404
FDS60,OUT017,2879.830916
FDV58,OUT017,3195.000195
FDM04,OUT045,818.8391966
FDE08,OUT035,2305.52638
NCB43,OUT049,3150.982623
FDU11,OUT010,292.1205797
FDF22,OUT019,468.3683294
FDE24,OUT013,2220.973829
DRJ49,OUT046,2088.273755
NCQ53,OUT035,3811.950863
NCL41,OUT013,521.6297051
FDR22,OUT013,1705.007968
FDH04,OUT035,1423.935608
DRH15,OUT045,704.6909373
FDY40,OUT049,753.1805408
NCI17,OUT035,1516.623115
NCC18,OUT013,2787.962548
FDY28,OUT027,5483.204016
FDB45,OUT027,2699.945446
NCL30,OUT018,1714.876391
FDM10,OUT017,3453.017436
FDH22,OUT027,3375.694894
NCZ53,OUT017,3063.764803
NCI18,OUT013,3620.653538
FDH14,OUT027,3778.074647
FDR36,OUT027,1150.980488
FDW01,OUT045,2392.632659
FDK02,OUT027,3145.096518
FDJ02,OUT018,2008.169622
FDU55,OUT013,4142.164104
NCV18,OUT027,2174.587261
FDH14,OUT018,1886.666206
FDZ37,OUT045,1372.818555
FDX49,OUT049,3892.197433
NCD43,OUT046,1672.067443
FDZ07,OUT013,908.2057796
FDK43,OUT035,1967.042868
FDR32,OUT018,3152.320138
FDT39,OUT013,2401.958186
NCV54,OUT017,1867.965697
FDF38,OUT018,518.7597733
FDV60,OUT046,3063.284863
FDH44,OUT027,3861.108917
FDS21,OUT046,980.5738298
NCL41,OUT045,595.910782
FDM46,OUT017,1454.205155
FDU27,OUT045,795.4786787
NCJ54,OUT017,3772.800078
DRG51,OUT018,2288.928875
NCA29,OUT019,349.5694929
FDR47,OUT045,3139.95912
NCL19,OUT027,3771.412705
DRG01,OUT049,1160.803755
FDG10,OUT046,929.1116905
NCV05,OUT049,2508.030614
NCH18,OUT019,605.807707
FDV14,OUT018,1135.127125
DRJ23,OUT035,3068.423514
DRJ11,OUT046,2923.336433
FDZ03,OUT017,2990.048221
FDI27,OUT010,118.1655962
FDJ14,OUT018,1069.051247
FDU32,OUT017,1873.288398
FDD47,OUT027,4571.47148
DRF36,OUT035,3070.130327
FDM21,OUT046,3688.557793
FDV10,OUT018,535.9555124
FDH60,OUT018,2705.8309
FDX47,OUT010,327.3913562
FDT19,OUT019,357.6986619
FDO11,OUT045,4015.046181
FDH24,OUT027,4211.976376
FDL02,OUT018,1436.430947
FDB02,OUT049,2949.996392
FDA43,OUT046,3037.602208
FDG52,OUT045,747.0562478
DRC12,OUT013,3063.569308
FDY37,OUT018,1936.085016
NCU18,OUT045,2220.405745
FDU09,OUT035,885.6902109
DRJ25,OUT027,1282.451194
DRE12,OUT018,1514.374843
DRL47,OUT017,1947.983501
DRK01,OUT046,1534.389302
FDC22,OUT019,398.2496045
FDG44,OUT013,779.6851538
FDW04,OUT035,2033.251983
FDK09,OUT049,3829.012012
NCN43,OUT035,1896.489115
FDG04,OUT049,3160.111643
FDH32,OUT010,260.4709114
DRI47,OUT017,2290.889148
DRE15,OUT013,1127.43619
FDY11,OUT035,1057.679313
FDO60,OUT049,691.6723375
FDQ20,OUT018,510.8278936
FDO57,OUT027,4304.849531
FDT14,OUT019,292.5124726
FDA57,OUT049,636.9835265
DRN35,OUT017,599.092015
FDJ03,OUT046,810.2892783
FDX28,OUT017,1565.916019
DRE25,OUT045,1412.599267
FDR09,OUT046,3700.68492
FDB23,OUT035,3670.951709
FDO08,OUT045,2603.750254
FDQ23,OUT049,1566.450048
FDW04,OUT013,2032.008406
DRK13,OUT010,420.36226
NCL17,OUT027,3775.18843
FDY21,OUT035,3143.995611
FDJ38,OUT027,5007.843457
FDA37,OUT019,298.0125891
FDV43,OUT013,653.6074475
FDL36,OUT046,1466.407205
FDD53,OUT045,669.6663782
FDZ19,OUT010,361.8890787
FDV21,OUT045,1959.981629
NCL54,OUT018,2395.674129
DRI47,OUT027,3840.678431
DRG03,OUT049,2567.42852
FDG21,OUT013,2368.373429
FDW03,OUT018,1393.005119
NCI55,OUT046,1934.835928
DRC36,OUT019,359.7442589
FDH22,OUT017,2004.211934
FDV20,OUT045,1992.711031
NCU41,OUT027,5095.570871
FDN46,OUT027,2708.382587
FDK50,OUT045,2569.501985
NCA05,OUT027,3931.868622
DRH01,OUT018,2399.612355
FDT08,OUT018,2045.979665
FDM08,OUT018,3094.024991
FDZ07,OUT035,950.1791651
FDS22,OUT017,732.920617
FDV35,OUT027,4176.586105
FDI28,OUT010,226.125486
FDW58,OUT027,2801.45498
FDT52,OUT045,3941.835383
FDY34,OUT046,2592.526128
FDR10,OUT046,2540.043433
FDK57,OUT017,1873.330476
FDR02,OUT027,2847.082225
FDX49,OUT046,3489.734458
FDQ20,OUT046,657.2533871
DRK23,OUT045,4028.285051
NCW06,OUT046,2984.161428
FDR31,OUT017,2302.748907
NCE43,OUT013,2701.693038
DRO59,OUT027,1957.292589
FDN09,OUT049,4040.297351
FDR11,OUT046,2547.540591
FDO57,OUT013,2578.869522
NCX18,OUT017,3180.52628
FDB05,OUT018,3356.160004
FDQ08,OUT018,770.6176965
NCG43,OUT035,1454.733297
FDJ56,OUT013,1556.696651
FDA13,OUT010,74.67284421
FDO56,OUT017,1806.224224
FDB37,OUT018,3274.903789
FDZ02,OUT018,1279.478657
FDQ24,OUT046,3629.354616
FDM16,OUT013,1107.368979
FDU35,OUT049,1541.46459
FDT35,OUT035,2693.555255
NCX30,OUT049,4074.511447
FDG04,OUT017,3015.819267
FDI12,OUT035,1335.60623
FDE35,OUT035,943.9010415
NCP14,OUT027,2755.7823
NCY53,OUT045,1706.84034
FDP49,OUT017,872.144932
FDQ04,OUT017,688.3457319
FDM39,OUT035,2868.09699
FDO58,OUT019,336.3210924
FDC56,OUT017,1853.932629
NCQ54,OUT046,2640.709671
FDV10,OUT027,1127.659419
NCK17,OUT046,656.2552813
NCF55,OUT027,992.4051924
FDV33,OUT013,4135.462506
NCH29,OUT019,266.9559707
FDA37,OUT027,3305.73907
FDH46,OUT018,1354.449634
FDS25,OUT035,1714.277157
FDH04,OUT027,2307.109063
FDX52,OUT046,2980.973359
NCD42,OUT017,616.9603748
FDW47,OUT017,1895.976302
FDL25,OUT027,2394.970589
NCJ06,OUT010,291.8138107
FDY09,OUT013,2785.551929
FDS40,OUT046,609.0281393
FDH41,OUT017,3493.122069
FDG38,OUT035,1314.826647
FDU03,OUT027,4806.093927
FDV20,OUT046,2040.045805
DRB13,OUT045,3074.832767
NCQ30,OUT013,1861.653056
NCH06,OUT013,3953.53076
FDU50,OUT018,1510.510062
NCO42,OUT019,314.6104186
FDW09,OUT018,1044.236362
FDH04,OUT013,1373.644648
FDC21,OUT045,1668.375542
FDL21,OUT049,638.3150314
FDM46,OUT010,258.5828479
FDT22,OUT019,188.539566
FDB28,OUT035,3210.544829
FDI12,OUT018,1163.380553
FDA28,OUT045,1965.96595
FDF59,OUT013,1990.805718
FDM45,OUT027,3214.066656
FDQ56,OUT017,1288.493129
FDR46,OUT049,2383.513863
FDT01,OUT013,3456.812115
FDD16,OUT027,1909.648574
NCU30,OUT010,334.441022
FDM40,OUT010,312.9741947
FDI56,OUT035,1440.357025
NCS30,OUT013,1985.102226
FDU08,OUT017,1530.049019
FDX51,OUT027,5146.038674
FDA43,OUT045,3179.977561
FDX59,OUT010,63.95506401
FDC37,OUT018,1413.952142
FDP58,OUT013,3562.585694
NCY42,OUT035,2235.55269
FDF21,OUT018,2634.172353
FDU10,OUT027,1029.400336
DRL47,OUT018,1682.914938
FDA58,OUT018,3246.295019
FDJ22,OUT049,3257.069842
FDK50,OUT046,2537.568639
FDO38,OUT035,1212.957552
DRF60,OUT035,3868.342181
NCZ42,OUT019,569.562639
FDD35,OUT049,1880.818953
FDL25,OUT045,1435.204853
FDJ16,OUT013,846.6838336
DRK59,OUT049,3922.985425
FDI50,OUT046,3459.88012
NCB19,OUT045,1349.388441
DRI37,OUT035,940.9759172
FDA14,OUT027,3937.517852
FDC08,OUT018,3136.151979
FDS45,OUT046,1671.524506
FDI21,OUT049,963.5358019
DRJ47,OUT035,2787.195572
DRE37,OUT027,5003.987427
FDT55,OUT018,2172.868776
NCG42,OUT027,3408.72716
FDA31,OUT049,2859.253896
NCW42,OUT046,3364.104793
FDF50,OUT017,3155.591444
FDK56,OUT049,3149.155203
FDX10,OUT035,613.3290305
NCK07,OUT027,4361.074421
FDZ49,OUT017,3604.856955
FDR33,OUT013,1668.589893
FDO44,OUT018,1481.811449
FDA20,OUT046,2915.523648
NCL30,OUT045,1992.149539
FDI05,OUT019,226.45423
FDQ12,OUT018,3144.61208
FDH47,OUT017,1481.96062
FDH34,OUT018,2579.787966
FDF29,OUT046,2093.959764
FDG40,OUT018,422.4667414
NCE18,OUT017,3992.436047
FDP21,OUT010,393.4605651
FDY50,OUT013,1340.766779
FDB36,OUT049,2070.204384
NCZ29,OUT049,2033.039091
FDU20,OUT018,1599.880283
FDO56,OUT013,1820.422015
FDW31,OUT049,3346.199012
DRH59,OUT013,1120.088297
NCB30,OUT017,3194.362169
FDK43,OUT027,3373.826192
FDW43,OUT045,3716.741526
NCL19,OUT017,2213.618718
FDJ27,OUT046,1604.852272
FDC45,OUT046,2676.843186
FDY40,OUT035,816.0036567
NCM41,OUT035,1421.82983
NCK18,OUT019,339.4064696
FDP37,OUT049,2080.074429
FDA27,OUT027,6022.132122
NCX30,OUT035,3971.04262
FDR09,OUT017,4085.016947
FDG08,OUT027,4605.819819
NCU30,OUT013,2625.635247
FDB16,OUT017,1359.043895
FDM16,OUT017,1144.41256
FDC48,OUT013,1227.206803
NCF18,OUT046,2961.415539
FDU46,OUT018,1141.740197
FDH41,OUT018,2973.939663
NCN42,OUT010,314.8437659
FDU49,OUT046,1411.631278
FDB20,OUT027,1993.833124
FDG50,OUT019,256.7747692
